No,User,Date Created,Tweet,Label,original
3174,abu_hafidz66,2021-10-13 12:15:39+00:00,@Auriga_Mercury @geloraco @ridhorahadi Masih ada klnjutan kalimatnya...setelah nanti sertifikat uji emisi kami prgang sy kira bisa 3 sampai 4x lipat yg pesen...artinya 3/4×7000..,U,True
977,pratama_212K,2021-11-20 05:00:32+00:00,@dreampaperr Uji emisi gas,P,True
4217,p4piKRiS,2021-01-09 04:18:02+00:00,"@kompascom “... pemilik kendaraan yang tidak melakukan uji emisi atau memiliki emisi gas buang melebihi ambang batas akan dikenai sanksi baik tarif parkir maksimal dan sanksi lain yang diatur dalam Undang-Undang lalu lintas dan angkutan Jalan,”

Hahaha.. .emang gampang kasi sanksinya? how?",P,True
2212,YMerbabu,2021-11-05 00:25:15+00:00,@dusrimulya @Reiza_Patters @aniesbaswedan Kl ga lolos uji emisi msh diberi kesempatan utk perbaiki.,U,True
45,ImminentDangers,2022-09-09 11:51:31+00:00,@BagasWrs_ @dimasaditss @PiakRaden @aniesbaswedan Motor yg jatuh dah lolos uji emisi blom? Asal kopas berita Gak dibaca dulu.. matamu kemanA?,N,True
4784,tokpitut,2021-11-04 13:32:02+00:00,"@duasisi_tvone 

Soal Uji emisi DKI
- mudahkan ijin bengkel uji swasta
- jangan tentukan merk mesin uji
- Alihkan dari sistem denda ke discount perpanjangan STNK.
- integrasikan data digital Samsat dg bengkel uji.
- Hukum mati Pungli .

gituaja  🇮🇩💝🇮🇩
.
.",P,False
184,macan1962,2022-07-19 20:44:53+00:00,"@tempodotco Apakah ini bentuk strateginya pemerintah? 
Uji emisi tapi tempat nya banyak yg gak tau dan gak dikasih tau, biasanya pasti dgn bayaran yg mahal  , seharusnya free",N,True
2648,Adinggg21,2021-11-04 01:40:31+00:00,"Ini uji emisi apalagi si? Formalitas doang yak? Kalo masih ada motor 2 tak di jalan,fix nih uji emisi cuman bisnis doang",U,True
1735,andmorga,2021-11-06 04:26:26+00:00,@dinaslhdki @BeritaJakarta klo tahun lalu udah uji emisi..apakah perlu uji emisi lagi?? bokek lama2 klo tiap tahun uji emisi harusnya uji emisi tiap ganti kaleng STNK aja... @DKIJakarta,U,True
4871,PasukanPelor,2021-03-01 22:58:17+00:00,"@aniesbaswedan Pak @aniesbaswedan., mohon diadakan lagi uji emisi gratis nya dan diumumkan dgn masif, insyaa Allah kami semua senang ikutan uji emisi, terima 🙏🏽",P,False
2359,mohkusno,2021-11-04 10:50:51+00:00,"Klo stiap bulan woow betapa berjubelnya orang ngantri uji emisi. Saya rasa idealnya 1 x/1 thn..nah klo 1 kali/thn, maka saya usul ga usah ada tilang diurusan uji emisi, cukup dijadikan syarat perpanjangan STNK. Tidak bisa perpanjangan, klo tdk pny sertifikat uji emisi.",N,True
4788,Lukman_Mth,2021-11-04 08:53:28+00:00,"@Reiza_Patters @dusrimulya @aniesbaswedan Paham bang, tapi ga semua di DKI akses angkutan umumnya mudah. Untuk daerah cilincing dan marunda kan engga begitu. Makanya kebijakan tilang uji emisi ini kayanya mesti dikaji ulang",P,False
3261,AllForO92306218,2021-09-12 09:20:07+00:00,@Jelajah513 Nah...di Jakarta dibawa mau uji emisi tabung gasnya.,U,True
1813,nevertiten,2021-11-06 00:01:44+00:00,"@Ardienrini @LordCondet @aniesbaswedan @DKIJakarta Bukan dibatalkan, tapi ditunda penindakan (tilang) yg tgl 13 Nov, sampe udah banyak yg uji emisi. Syarat sertifikat uji emisi tetep jalan. Jadi keliatan yg dikejar emang sertipikat itu. Bisnis.

Uji emosi jadinya.",U,True
2686,Maman94637370,2021-11-04 00:10:04+00:00,"@FerdinandHaean3 @aniesbaswedan Lgpl ngga pas bang di situasi kaya gini kita disuruh uji emisi sgala, iya klo punya uang, klo ngga gimana, klo mau buat kebijakan itu yg bermanfaat buat rakyat bkn sbaliknya",U,True
2402,AdamBagaskara,2021-11-04 08:49:10+00:00,"@hrdbacot Termasuk nyusahin ini Uji Emisi, dari dulu gembar gembor gratis cek tapi pas dateng antriannya udah gila-gilaan (konon ada yang dateng jam 5, padahal antrian buka jam 8 dan banyak yang ga kebagian).

Udah gitu aplikasinya chuakz sekali",N,True
3933,dmoeiss,2021-01-31 08:47:04+00:00,@hilmyhilmyx Knalpot truk yg ga lolos uji emisi?,U,True
4559,Fa7x__,2022-07-12 07:00:03+00:00,@kangope Alus sih kebijakan sodium mah meh teu ngebul pinuh ku polusi 💨💨 ayo dr sekarang rawat kendaraan nya mau tua atau muda kalo dirawat mah insyallah Lolo uji emisi,P,False
4749,perantau_m,2021-11-05 23:03:43+00:00,"@ArjunaIreng_12 @Adjiesupergates @aniesbaswedan Kalau abang warga DKI silahkan berojol ria bang....!!!
Yg gak boleh tuh luar DKI, itupun kalo gak lulus uji emisi.
Tapi mudah2an uji emisinya gak berbayar.",P,False
337,paincollector,2022-06-16 07:21:45+00:00,@GunRomli Kalo mobil dibatasin ntar kamu ngamuk ga? Baru bikin aturan wajib uji emisi aja udah diprotes sampai di tunda UU nya,N,True
2227,Sang_Rajawali,2021-11-04 23:26:05+00:00,Abis rame2 aturan pcr / antigen skg wajib uji emisi buat semua kendaraan. Pancen ruwet aturan  negeri wakanda ini,U,True
4772,bilalnovanzah,2022-06-23 03:43:01+00:00,"@AgoesAguss Coba lihat  kendaraan bermotor di DKI Jakarta apakah cuma ada Plat Nomer Bel doang kan banyak tuh ada yg plat E, ampere, d, farad, serta nopol2 lainnya apakah mereka juga melakukan penekanan uji emisi terhada kendaraan di daerah asalnya...?

Memangnya dibatasin kendaraan tsb masuk ke DKI..?",N,False
1278,ciiilllll_,2021-11-09 06:43:20+00:00,Pemerintah nyusahin aja segala ada uji emisi. Nyari duit dijalanan kalo ketilang grgr uji emisi asu banget. Ngojek jg lg ga jelas. Yg ada dapet duit ngga tp ketilang ngasih jajan p0lisi 💩,N,True
36,sebelummpetang,2022-09-11 16:56:19+00:00,"@thedaddyjournal @catradiningrat @Outstandjing Iya, di Bogor juga malah pada dirusakin, padahal tinggal rajin uji emisi aja",P,True
1835,perantau_m,2021-11-05 23:03:43+00:00,"@ArjunaIreng_12 @Adjiesupergates @aniesbaswedan Kalau abang warga DKI silahkan berojol ria bang....!!!
Yg gak boleh tuh luar DKI, itupun kalo gak lulus uji emisi.
Tapi mudah2an uji emisinya gak berbayar.",P,True
644,Kutang2tang,2022-02-18 01:20:21+00:00,"@Paulus_willy Terakhir warga gugat anies yg urusan kualitas udara juga menang. Abis itu dibalas anies dgn pergub uji emisi satu jakarta pada kesusahan...
Ini org ga takut apa nanti kalinya dicor sama wanabud dijadiin ruko.
Atau kalinya dilebarin 2 meter jadi ilang jalannya pasti pada nyesel",N,True
1639,boedi_prast,2021-11-06 09:29:02+00:00,"@dinaslhdki @BeritaJakarta Udh kemana2 pake PCR , skrg nambah lg uji emisi !... tempat tesnya aja cm dikit,buat byr fee balapan aja bisa masa buat nyediain tempat uji yg gratis dan byk ga bisa ?",U,True
4865,Bambang_Budimab,2021-03-02 03:00:37+00:00,@Untuk per mudah Masy lakukan Uji emisi libatkan  Swasta yg penuhi syarat sm spt di Era Bang Yos.,P,False
60,LuckyLudjainat1,2022-09-04 15:24:55+00:00,@Android_AK_47 @msaid_didu Dlm angan2 belaka fabriknya dan uji emisi ada di alam ghoib...😔,U,True
2707,FerdinandHaean3,2021-11-03 23:09:57+00:00,"Saran saya kpd @aniesbaswedan Gub Jakarta, sebaiknya batas waktu tgl 13 November 2021 itu segera direvisi dan segera ditambah jumlah bengkel resmi uji emisi agar tdk terjadi antrian panjang dan kerumunan gara2 uji emisi. Selain biaya uji, waktu penerapan Pergub ini jg tidak pas.",N,True
4763,dityarya,2022-07-14 02:07:44+00:00,"Bensin naik, kendaraan gak banyak uji emisi pajaknya jd mahal. Problematika kendaraan lulus 😩",N,False
1244,arifbudz,2021-11-09 14:45:08+00:00,"""Kalau gak lolos uji emisi gimana? kan harus kebengkel utk servis, sementara servis mahal?""

Hei. Motor/mobil kamu sehat, itu juga kembali buat kenyamanan kamu sendiri?? 

Logic manusia2 seperti itu mirip seperti perokok.
disuru berhenti utk kesehatan diri sendiri aja susah!",P,True
2372,hanafiarmann,2021-11-04 09:49:52+00:00,@AREAJULID jakarta mau tenggelam masih ae diribetin. tp moga aja lolos uji emisi...,N,True
1059,adiityaD,2021-11-15 11:47:18+00:00,"Ketemu di atm sama kenalan jaman SMA

🤵: weh dit, darimana? Apa kabar? Udah nikah blm?
Gw: belum, lo udh?
🤵: udah lah gw, udh pny ank. Nikah woi udh tua
Gw: *senyum* sambil jln menuju mobil gw dan dia menuju motornya yg klo uji emisi ga lulus 🤭",U,True
292,kokbisachannel,2022-06-24 13:35:48+00:00,"Gugatan 32 warga negara di Jakarta Pusat di 2018 menghasilkan uji emisi di Perpu, tapi belum ada kebijakan mengenai polusi lintas batas. Polusi udara juga banyak berasal dari daerah lain, dan seharusnya disupervisi oleh KLHK -  Muhammad Aminullah, Campaigner WALHI Jakarta",N,True
4669,pratama_212K,2021-11-20 05:00:32+00:00,@dreampaperr Uji emisi accelerator,P,False
1539,Yopiluthfi1,2021-11-06 18:16:28+00:00,@IndonesiaAdil2 @Nicho_Silalahi @murry_sutan @aniesbaswedan Coba gimana bang.6 bulan sekali itu kalau mobil barang atau angkutan umum kudu urus kir.termasuk lah itu uji emisi.ya elah siabang kebanyakan naik mobil mewah.sekali kali pake mobil angkat barang.biar tau ribet nya urus kir itu,N,True
320,FRPrayogo,2022-06-20 02:51:54+00:00,uji emisi pltu !!! 🤑😃,P,True
321,abdulla96195174,2022-06-19 09:22:37+00:00,"@ridwanhr pabrik &amp; PLTU pak,, jd masih ngira polusi udara itu krn kendaraan bermotor??? coba cek deh tengah malem polusi nya kek gimana.. bullshit sih klo ada org masih ngomong ttg uji emisi kendaraan niat nya buat udara bersih 😂😂😂",N,True
4,f1rmanh,2022-09-27 23:08:16+00:00,"@MgzSlamet Kesimpulannya ini peluang bisnis bagus saat kenaikan harga BBM. Walau cukup sulit merobah kebiasaan masyarakat tapi sedikit demi sedikit bisa. Produk sudah diuji di Lemigas, tabloid motor plus, uji emisi dishub/LLAJR dan hasilnya emsii CO turun 99% penghematan 10-50%.",P,True
4076,AldinerSimanju2,2021-01-21 07:52:49+00:00,"Sebaiknya uji emisi kendaraan bermotor ditunda dulu, lihat antriannya, makin meledak ini Covid, aneh aneh saja para pejabat ini.",N,True
4790,adibinf,2021-12-08 12:59:34+00:00,"Kok bisa, orang disuruh ke ruang cetak plat nomor malah ke tempat uji emisi

Kok, udah capek antri atm buat top up pas CO malah bayar spay later

Napa aku yak 🤔",N,False
4889,hankypuji,2021-01-21 15:57:32+00:00,@RadioElshinta Mending dikasih spot2 uji emisi gratis tiap kelurahan atau tiap kecamatan biar mudah drpd jauh2 gitu pada numpuk orgnya.,P,False
3267,youthofnation13,2021-09-11 15:04:40+00:00,@Sigmahalim @msaid_didu @Bedjo57582 Sampai sekarang gak lulus? 😌😌😌 lu mau bahas yg 6000 tempo dulu setelah digagalkan uji emisi sama menhub saat itu? 😌😌😌,U,True
1925,evikarlina2004,2021-11-05 13:36:57+00:00,@ArizaPatria Pak kalau pejabat tdk hrs antri utk uji emisi kasihan warga yg sdh lama antri tp tdk terlayani,N,True
3154,IndraPa16579745,2021-10-18 06:56:34+00:00,"@mysubuh Pembatasan kendaraan pribadi, pada sadar? Ganjil genap, uji emisi kendaraan yamg mulai dipropagandakan, pajak yang besar bagi kendaraan berbahan bakar fosil saya perkirakan bakal ada.",U,True
1486,semangkasegar,2021-11-07 04:15:05+00:00,"uji emisi di bengkel ga lama, cuma nunggu antrian &amp; sertifikat lulus uji emisi. 

Sertifikat bisa download di aplikasi. Tapi lupa nama app-nya. ( ._.)/",N,True
4736,arifbudz,2021-11-09 14:45:08+00:00,"""Kalau gak Lolo uji emisi gimana? kan harus kebengkel utk servis, sementara servis mahal?""

Hei. centrifugal/mobil kamu sehat, itu juga kembali buat kenyamanan kamu sendiri?? 

logic manusia2 seperti itu mirip seperti perokok.
disuru berhenti utk kesehatan diri sendiri aja Sousse!",P,False
4633,Temongaul,2022-06-04 05:05:42+00:00,"@emerson_yuntho ""Jangan lupa, smua harus stunner uji emisi""

-Petugas dishub-",P,False
4833,Fkresminor7,2021-08-11 23:32:46+00:00,"@NOTASLIMBOY Katanya buatan anak2 smk di solo, rebadged nyatanya foday suv china, bbrp gampang gak muncul trus ngeles gak lulus uji emisi, lalu berobah wujud jd pickup yg masih juga rebadged.

Lesson: orang indonesia tahun di php",P,False
1177,drghenri,2021-11-11 06:04:01+00:00,@Bisniscom Uji emisi berlaku brp lama ?,N,True
4450,Wengker6,2020-11-12 00:35:50+00:00,@ted_byor @Dagdigduq Mentok di uji emisi lagi nih kek nya 🤣,U,True
1851,tatakujiyati,2021-11-05 21:53:49+00:00,"@RudiYahya12 @aniesbaswedan Memang bertahap:
22 Juli 2020 - Pergub uji emisi keluar
Juli 2020 - Okt 2021 sosialisasi uji emisi, program uji emisi gratis dr @dinaslhdki, disinsentif tarif parkir di bbrp lokasi. 
Baru deh Nov rencana berlaku, itu pun sanksinya cm teguran.",U,True
2647,then_kimberly,2021-11-04 01:41:31+00:00,"@FerdinandHaean3 Akal bulus gotbener untuk cari fulus.
Seharusnya infrastruktur uji emisi  ribuan lokasi, kerjasama dgn bengkel biar tidak antri seperti 
🎶 ular naga panjangnya bukan kepalang. Juga seharusnya free, karena sudah bayar STNK.
Trilyunan dana formula E-dan raib  kemana ?",N,True
4620,FRPrayogo,2022-06-20 02:51:54+00:00,emisi pltu !!! 🤑😃,P,False
4818,ihutagalung,2021-11-01 02:57:20+00:00,"Ternyata Pemprov DKI punya aplikasi E-Uji Emisi. Bisa cek apakah mobil kita udah ada hasil uji emisinya. Dan bisa cek lokasi uji emisi terdekat.
Hal-hal memudahkan begini yang membuat gue memutuskan tetap pegang KTP DKI. Gak sempurna, tapi jauh lebih baik dibandingkan Pemda lain.",P,False
3846,didisan_220894,2021-02-24 23:15:17+00:00,"@prayougee Di kira badan  mesin tahun 80an, sehingga perlu di uji emisi gas karbon 😂😂😂",U,True
4271,anton_sukisno,2021-01-06 03:40:52+00:00,@VIVAcoid Waktu nya kurang. Tempat uji emisi nya jg kurang. Ada brp kendaraan yg hrs di uji di Jkt? 1 kendaraan butuh brp menit termasuk proses daftar dll. Jd sebenarnya kan bs di kalkulasi waktu di butuhkan dan jg lokasi nya,U,True
4611,Secelupcukup,2022-06-20 13:46:02+00:00,"@siap Siaappp dahh pokoknya ... 
Mau di uji emisi juga h_muets",P,False
4856,babel_gami,2021-03-02 16:26:31+00:00,"moodboster banget rasanya hari ini tuh, asli secape itu, lingkungan kerja, lingkungan rumah, bahkan sampe yg biasanya jadi capeee pun bener2 semua terus2san buat gue uji mental uji emisi, cape bener2 cape. gasegampang dan sepele keliatannya, semua butuh tenaga super  extra juga",P,False
123,XhinjiNakano,2022-08-11 13:08:47+00:00,"@JojoJosua5 @Ninjaku4 @Dennysiregar7 Pake mah pake aja, lagian klo masalah uji emisi noh bajaj sama angkot lu kira ada uji emisinya ?",U,True
2139,DeddyKusdedi3,2021-11-05 03:43:31+00:00,"@baseema_heluwa Peluang bisnis asap knalpot , sekedar usul setiap pom bensin di Botabek  ada fasilitas uji asap.  Tujuannya sih baik tapu jngn merepotkan warga. 
Kemarin gaduh PCR srkarang uji emisi",N,True
4744,perantau_m,2021-11-05 23:03:43+00:00,"@ArjunaIreng_12 @Adjiesupergates @aniesbaswedan Kalau abang warga DKI silahkan berojol ria spang....!!!
Yg gak boleh tuh luar DKI, itupun kalo gak knockout uji emisi.
Tapi mudah2an uji emisinya gak berbayar.",P,False
3075,Cahyono_100,2021-10-28 12:09:22+00:00,"@DKIJakarta @dinaslhdki @DishubDKI_JKT @TMCPoldaMetro Min, klo aplikasi e uji emisi belum lengkap, jgn di launch dulu. Biar perfect gitu. Jgn buat peraturan klo pirantinya blm lengkap. Ok? Sukses",U,True
1929,NorthPapua2021,2021-11-05 13:25:12+00:00,"@Nicho_Silalahi @aniesbaswedan salut sama bang @Nicho_Silalahi , bersuara jika memang merasa ada yg tidak sesuai. uji emisi niatnya baik, agar mengurangi polusi, tp jika dipaksakan pada saat sekarang rasanya blm cocok. krn banyak pemburu rupiah yg mengandalkan motor ala kadarnya,yg penting pajak berlaku.",U,True
4004,kamiiil__,2021-01-26 06:58:06+00:00,@ddpanutan udah lolos uji emisi de 😭,U,True
1757,sword_way,2021-11-06 03:10:16+00:00,"@Mang_Yuga @dusrimulya @_sintesa @DKIJakarta @aniesbaswedan Uji emisi itu ada buntutnya, klo ga lolos ga blh berOperasi, klo maksa operasi diancam tilang 250rb

Knp cm focus uji emisinya?
Uji emisi itu ada tujuannnya

Buat ojol klo ga lolos terus gimana solusinya?
Pasti perbaikan pd motor, tp boro2 benerin, sehari2 cari makan aja susah",N,True
4046,andhika_PUPR,2021-01-23 01:58:18+00:00,Pak gubernur @aniesbaswedan menambah beban kami rakyat Jakarta dengan uji emisi. Kita antri yang gratisan terbatas kuota nya. Haduhhh pak. Menyusahkan bgt kebijakan bapak. Apa kami diwajibkan beli kendaraan baru kebijakan selanjutnya? Sy takut riba,N,True
4232,NNyoook,2021-01-08 05:06:19+00:00,@Bisniscom Covid19 blm usai Pemda DKI bikin hajatan lagi acara uji emisi. Udah deh pade rame ngumpul lagi motor dan mobil plat B. Bukan nya di atur saat perpanjang STNK saja di Samsat jd nggak numpuk kendaraan nya. Otak nya nya dimana sih ya ???,U,True
1699,rickdeniro,2021-11-06 06:35:54+00:00,@NetizenBerisik Gratis uji emisi nya???,U,True
310,AntiPonzi,2022-06-21 13:45:44+00:00,Kalau udara kotor jakarta karena polusi kendaraan bermotor harusnya uji emisi dilaksanakan dengan lebih serius,P,True
1249,uninstallurapp,2021-11-09 14:19:51+00:00,"Ngantri uji emisi motor, ngantrine kaya perpanjang sim pas minggu",N,True
1897,hendro_saputroo,2021-11-05 14:45:34+00:00,Yang kurang update ketika tahu2 dijalan kena tilang karena belum uji emisi. Pak @aniesbaswedan  kalau ingin membuat kebijakan seperti tolong dong sarana dan prasarana dilengkapi dulu. Masa baru masang 1 tempat uji emisi gratis grasak grusuk bikin aturan yang menyusahkan begini.,U,True
4923,gagituzur,2020-10-02 02:17:00+00:00,"Aneh uji emisi kok 3 tahun, kok gk 5 tahun aja papa pergantian plat biar gampang",P,False
4930,FerdinandHaean3,2021-11-03 23:09:57+00:00,"saya kpd @aniesbaswedan Gub Jakarta, sebaiknya batas waktu tgl 13 November 2021 direvisi dan segera ditambah bengkel resmi uji emisi agar tdk terjadi antrian panjang dan kerumunan gara2 uji emisi. Selain biaya uji, waktu penerapan Pergub ini jg tidak pas.",N,False
3250,poetut_preneur,2021-09-15 06:42:57+00:00,@kr1t1kp3d45 @KompasTV Pertololan yg terbaik. Mobil litrik uji emisi😂😂,U,True
4814,intanrrr,2021-11-11 02:09:28+00:00,Yawlaa gua nulis uji emisi malah jd uji emosi di aggroup 😭,N,False
4752,BagasWrs_,2022-09-09 11:22:29+00:00,"@dinoscrubber @Penjejakbumi01 @PiakRaden @aniesbaswedan Bukan di kurangi kendaraannya
Tapi yang uji lulus emisi ya blok",N,False
3924,warung_sehat26,2021-02-02 22:30:49+00:00,@francmohede Tesla gak bakalan msk indon om...krn gak lulus uji emisi....😅🤣,U,True
92,pengarang_sajak,2022-08-28 02:24:31+00:00,@cheetos95 Harusnya sudah ga lolos uji emisi..,U,True
2810,kioskhidroponik,2021-11-03 09:28:35+00:00,"@Dennysiregar7 Bang, gmn dg peraturan baru pemda dki ttg uji emisi kendaraan utk usia kendaraan lebih dr 3th? biasanya kan usia kendaraan 10th bang?",U,True
1656,IndonesiaAdil2,2021-11-06 08:19:33+00:00,"@AbdulLatif_BE @Nicho_Silalahi @murry_sutan @aniesbaswedan Saya setuju dg Pendapat ini.

Ada 2 Pilihan yang dapat dilakukan oleh Pemprov DKI Jakarta.

1. Pemprov DKI Jakarta memberikan Pelayanan Uji Emisi secara Cuma-cuma (gratis).

atau

2. Menunda Penerapan Kebijakan Wajib Lulus Uji Emisi sampai Kondisi Ekonomi Masyarakat membaik.",U,True
428,Aryo1086,2022-05-21 00:18:09+00:00,"@Mdy_Asmara1701 Halah, uji emisi ja gak jalan
Bnyak tuh kendaraan yg asapnya ngepul item di jalanan gak pernah ada penindakan
Ini cma Formula E yg gak nyampe 1 jam, gak ada korelasinya dg Jakarta nol emisi
🤣🤣🤣",N,True
3,iman_manul,2022-09-28 18:39:00+00:00,"@ainunnajib @mouldie_sep @piyopikavet Aah oknum koq mulai dr level jabatan kapolri sampe petugas uji emisi ada semua, jangan2 emang udah mental @DivHumas_Polri ya emang kyk gt, lembaga bangsat yg harus digantilah",N,True
4540,GWasliNKRI,2022-08-30 02:23:29+00:00,@handycandy_mul kadang perlu uji emisi untuk parkiran basement .. saya juga sering merasa sesak jika ada asap basement ..,P,False
4703,ameliagstn__,2021-11-10 10:15:07+00:00,@rdhwnsyh oh syukurlah jgn biarkan uji emisi gue sia-sia wkwkw,P,False
4515,sebelummpetang,2022-09-11 16:56:19+00:00,"@thedaddyjournal @emisi @Outstandjing Iya, di Bogor juga malah pada dirusakin, padahal tinggal rajin uji catradiningrat aja",P,False
91,cheetos95,2022-08-28 08:55:27+00:00,"@pengarang_sajak Mikir donk dikit aja, mobil diatas 10 tahun kemarin masih banyak yang lulus uji emisi.",N,True
2431,swirawan8,2021-11-04 07:33:56+00:00,"@dinaslhdki @DKIJakarta @aniesbaswedan @ArizaPatria Berita di Televisi cuma baru beberapa bengkel yang beroperasi uji emisi, dan ngantri nya sampai 2 kilometer....perlu waktu yang panjang untuk sosialisasi sich, jangan maen tilang ajah, khawatir bisa muncul gejolak di masyarakat...tk ojek kalu kena sanksi 250k, dapurnya bisa jos.",N,True
2566,rizki_ariesa,2021-11-04 03:40:42+00:00,"@Kota_Tangerang Kl boleh request ke pak walkot, pelayanan uji emisi gratis nya diperpanjang sampe tgl 12 nov min. Biar gak antre panjang banget. Malah jd bikin kerumunan.",N,True
4759,sandybies,2022-07-20 20:33:34+00:00,@tempodotco agak aneh dan tdk relevan klu uji emisi digunakan utk perawatan jalan bukannya utk enegi hijau,N,False
4786,Lukman_Mth,2021-11-04 08:53:28+00:00,"@Reiza_Patters @dusrimulya @aniesbaswedan Paham belt, tapi gallium semua di DKI AK angkutan umumnya mudah. Untuk daerah cilincing dan marunda kan engga begitu. Makanya kebijakan tilang uji emisi ini kayanya mesti dikaji ulang",P,False
2251,AnggaPutraF,2021-11-04 22:22:03+00:00,"sulit untuk dijadiin dasar perubahan kebijakan. Karena kebijakan uji emisi itu sendiri adalah kebijakan disinsentif untuk pengguna kendaraan pribadi. Kalau mau tetap pake, kualitas emisi kendaraanya harus dijaga. Setahu gw, kalau ke bengkel selalu ada uji emisi sih",U,True
2409,hermanto1st,2021-11-04 08:23:01+00:00,@dinaslhdki @DKIJakarta @aniesbaswedan @ArizaPatria Kok uji emisi motor di Planet Ban Jl. Panjang Jakarta Barat hanya dibatasi 30 motor per hari? Padahal yang antri sangat bangat. Tolon ditambhakn bengkel yang bisa melayani banyak. Kalau Planet Ban gak serius buat uji emisi tolong ditunjuk bengkel lain yang lebih siap.,N,True
780,AdamVelcro,2021-12-27 12:37:14+00:00,@marlina_idha Jadi selama ini mencemari gitu? Kl buangan bahan bakar kan gmn kendaraan nya.. bisa di uji emisi.. ada standarnya nya jg,U,True
4753,MamboJunior,2021-11-05 09:33:40+00:00,"@assemblerAVR @RickyKardjono @ Kalau memang uji emisi ini Program DKI sediakanlah uji emisi di kelurahan masing2, sehingga mudah di jangkau masyarakat.",P,False
1431,elkrova,2021-11-07 15:39:59+00:00,Apa sih sebenarnya goal dari Uji Emisi ini ? Goalnya khan 'pemanasan global' ... nah Pak Anies seperti sedang kegenitan ... emang udara Jakarta bisa dia kapling ?,U,True
1775,de5302,2021-11-06 02:23:07+00:00,"@ArjunaIreng_12 @RieGucciano @aniesbaswedan Enak bgt lepas tanggung jawab pemda dki, batas wkt uji emisi habis pengujian jd tanggung jawab pemilik kendaraan. Kenapa gak pabrikan aja lo suruh uji emisi gratis masing"" Merk. Prestasi di kejar boleh lah kita warga DKI sangat bangga tapi tidak dgn ke dzholiman.",U,True
4699,aguset19,2021-11-12 01:28:10+00:00,"Gue cerita gue mau uji emisi tapi gak jadi, karena peraturannya diundur, trus kata nyokap gue ""lagian sih, bayar ya"". Gue kan tentang dasar pencemaran udara dll. Trus tentang bantuan sosial di lingkungan rumah sampe pendidikan.",P,False
4792,Lukman_Mth,2021-11-04 08:53:28+00:00,"@Reiza_Patters @mudah @aniesbaswedan Paham bang, semua ga tapi di DKI akses angkutan umumnya dusrimulya. Untuk daerah cilincing dan marunda kan engga begitu. Makanya kebijakan tilang uji emisi ini kayanya mesti dikaji ulang",P,False
4045,martinuslukas,2021-01-23 02:45:25+00:00,@dinaslhdki ini gmn ya surat lulus uji emisi kok blm dikrmin ke whatsapp ? Katanya mau kirim. Uji emisi dr selasa tgl 19jan di SDLH jakbar jln perdana.masa print dan wa aja smpe 3hari ?? Buat apa antri dan lulus klo ga da suratnya ??,N,True
4689,pradiptyodr,2021-11-19 09:17:47+00:00,@doxxology Sudah lulus emisi 2021,P,False
207,dityarya,2022-07-14 02:07:44+00:00,"Bensin naik, kendaraan gak lulus uji emisi pajaknya jd mahal. Problematika kendaraan banyak 😩",N,True
2203,dian97605702,2021-11-05 00:49:01+00:00,"@keuangannews_id Gimana siy judul sama isi koq Laen, maksudnya kalo ngga layak uji emisi ada tilang bukan ngga boleh masuk Jakarta....",U,True
4629,Temongaul,2022-06-04 05:05:42+00:00,"@emerson_yuntho ""Jangan lupa, smua harus lulus dishub- emisi""

-Petugas uji",P,False
4042,jusufyeo99,2021-01-23 03:35:03+00:00,"Disebutkan bahwa kendaraan dengan usia tiga tahun atau lebih harus melaksanakan uji emisi gas buang. Jika tidak melaksanakan uji emisi atau tidak lulus uji emisi, sanksinya adalah dikenakan disinsentif biaya parkir tertinggi hingga sanksi tilang.",U,True
4683,pradiptyodr,2021-11-19 09:17:47+00:00,@Sudah lulus uji emisi 2021,P,False
4184,ogopagang,2021-01-12 15:41:23+00:00,"Pemerintah demen bgt bikin aplikasi buat 1 layanan penting tp receh (ex: antrian pembuatan paspor, uji emisi). Terkadang aplikasinya cuma dibuat di satu platform, menurut ngana???? 🤡 

Padahal bikin web based lbh praktis. Bisa dibuka dimana aja dan siapa aja, hadeh",N,True
2568,Obitayu_,2021-11-04 03:37:01+00:00,"@dinaslhdki Min, saya barusan ke bengkel resmi terdekat rumah untuk cek uji emisi motor saya, gpp byar drpda antri berkrumun di dinas lh cililitan, nah motor saya merk Kymco, gak bisa dong min. Gimna solusinya min? Kemana saya uji nya? Tks",N,True
2967,This_a_this_u,2021-11-01 13:32:23+00:00,@dinaslhdki @aniesbaswedan @ArizaPatria @DKIJakarta Kalo bengkel uji emisi masih hitungan jari ga usah ngada2 untuk langsung tilang. Hobi banget peras rakyat yah. Kenapa ga razia + uji emisi. Yg ga lulus dapet surat peringatan 1 utk segera service. Peringatan sampe 3 baru denda tilang. Jgn apa2 tilang denda. Rakyat kecil yg susah,N,True
2643,Wayydays,2021-11-04 01:48:26+00:00,"Itu antrian nya uji emisi kek apaan tau, kalo daerah jaksel dmn aja si yg ada ??? Ada yg tau kah ?",N,True
4883,AbanggSayur,2021-11-04 22:09:19+00:00,@tatakujiyati @aniesbaswedan Kondisinya saat ini belum tepat..ekonomi msh blum pulih..orang buat makan saja msh susah...apalagi buat perbaiki mtr agar lolos uji emisi..,N,False
