,username,tweet,waktu,sentiment,Topik
848,@agiezious,"Sampe skg masih bingung fungsi tempat sampah di Indonesia yg misahin jenis sampahnya.. kayaknya pas diangkut, dilakukan pada hari yg sama, bbrp malah dicampurkan dalam satu plastik sampah gede.. trus poin dipisahnya ngaposek?",2021-08-10T13:59:49.000Z,negatif,Sampah
849,@NandyDewangga,Menarik juga ada bank sampah di Indonesia ini.. #Goodidea,2014-01-28T15:01:13.000Z,positif,Sampah
850,@alma_laffia,mati semua mati orang yang gak guna dan cuma jadi sampah di indonesia besok mati!!!!!,2014-04-17T10:20:16.000Z,negatif,Sampah
851,@StudioFotto,Yuk follow @GreenSmileID skrg juga! Trus twit apapun tentang sampah di Indonesia dgn hastag #SAMPAHNYOLOT ! *Spread The News*,2013-08-31T13:01:02.000Z,positif,Sampah
852,@barlenjo,80% Sampah di indonesia Berjenis Plastik 20% Sampah Berjenis Masyarakat Nakal !,2014-02-26T07:56:15.000Z,negatif,Sampah
853,@bellasbl,Astaga masih banyak manusia sampah di indonesia ini,2020-04-28T15:09:20.000Z,positif,Sampah
854,@InfoSuperIndo,"Tahukah SIS, kalau produksi sampah di Indonesia itu nomer 2 terbesar di dunia? 5,4 juta ton per tahun. #reusablebag",2014-06-05T06:00:01.000Z,negatif,Sampah
855,@cipazura,RT @TulangMedaan: udah banyak sampah di indonesia ini !!! jadi kau jangan jadi sampah lagi ...,2014-05-27T18:22:13.000Z,positif,Sampah
856,@ebiherdi,"Bener mass,sampahnya banyak pemulungnya pada resend RT @PenyuWnB: Banyak sampah di Indonesia !!!",2014-12-19T06:31:54.000Z,positif,Sampah
857,@green_youth,"Ada yg tau 21 Feb di peringati sebagian hari apa?? Yah ""Hari Peduli Sampah"" karna 2005 terjadi sejarah kelam pengolahan sampah di Indonesia.",2014-02-22T02:57:15.000Z,negatif,Sampah
858,@nengiko,"beritanya udh smp luar negri...sedih tau klo diomongin jelek ttg negara kita sndr apalagi klo didepan muka kita lgs ngomongnya...mau nyangkal tp ya ada buktinya dmn2...wkt itu pdhl cm diomongin ttg sampah di Indonesia, kesel tp ya ada bnernya jg...",2019-05-22T14:31:20.000Z,negatif,Sampah
859,@hermawantonny,Seru nih acara.. tukang sampah di london lagi jd tukang sampah di Indonesia... bs di bilang study tour,2015-05-08T15:37:07.000Z,positif,Sampah
860,@argabagoes,"Jika melihat kondisi sampah di Indonesia, rasanya sangat tepat untuk mengangkat tukang bersih2/tukang sampah menjadi bagian dari PNS",2014-02-21T05:35:47.000Z,positif,Sampah
861,@rizadaelami,"Knp tuh tukang smpah? RT @RhyoNoegraha: Jd ini yg sempet bikin heboh, yg tukang sampah di indonesia diliput sm BBC. Hebat :))",2013-11-21T12:06:35.000Z,positif,Sampah
862,@gecakat,"Sampah di Indonesia telah menjadi salah satu persoalan laten lingkungan hidup, terus mengancam dan menghantui kehidupan masyarakat *hihihihi",2016-02-21T13:31:21.000Z,positif,Sampah
863,@ManekinTjantik,"Buanglah sampah pada tempatnya | #Fel: Tempat sampah di indonesia ga banyak, ya ga teratur lah -__-",2013-11-10T08:31:29.000Z,positif,Sampah
864,@azhary_ritonga,"Banyaknya sampah sampah di indonesia ini, seperti halnya koruptor yang menghewani.",2014-03-23T04:06:28.000Z,positif,Sampah
865,@Vira_cania,"Lu itu yang sampah di Indonesia, gatau diri ! Ha=))",2013-10-13T03:25:37.000Z,positif,Sampah
866,@Maulinho_,"Sedih jg liat ade gua yg stiap jam sgini tntonannya FBker :( pdhl ni acara udh jelas"" msk dlm dftar 5 acara ""Sampah"" di Indonesia mnurut KPI",2015-07-01T10:42:25.000Z,negatif,Sampah
867,@indi_audina,Udah terlalu banyak sampah di Indonesia. Jangan ditambahin please,2016-11-07T05:16:05.000Z,positif,Sampah
868,@HugoDeMeyyer,"Siapakah nama Pahlawan ""yang telah berjasa memusnahkan dan mereduksi berjuta-juta Timbunan Sampah"" di Indonesia ya?",2023-04-25T11:15:39.000Z,negatif,Sampah
869,@lauranovita8,udah banyak sampah di indonesia ini !!! jadi kau jangan jadi sampah lagi,2014-06-04T16:08:55.000Z,positif,Sampah
870,@MIRATIPRIMASARI,Apakah sudah ada detail mengenai bank sampah di Indonesia #standarLHK,2015-10-22T05:27:53.000Z,positif,Sampah
871,@SBLHSemkanisa,Tujuan utama pendirian bank sampah adalah untuk membantu menangani pengolahan sampah di Indonesia #EcoPreneur2015,2015-04-09T11:35:08.000Z,negatif,Sampah
872,@zaenun13,"HTI sama juga PKI sama2 sampah di Indonesia. 
#PancasilaYESKhilafahNO",2019-04-07T14:20:35.000Z,positif,Sampah
873,@Ronnie_Rusli,"Sampah di Indonesia bagaikan anak tiri tdk ada yg mau menangani..tetapi di New York City soal siapa yg boleh angkut sampah..di kota itu? ""saling bunuh antar keluarga Mafia...Disini juga akan saling rebutan kalau mrk tau caranya, untuk apa sampah dan siapa yg bayar angku sampah :)",2018-03-24T05:04:58.000Z,positif,Sampah
874,@Agngardnt,"Kondisi sampah di Indonesia saat ini sangat mencekam. Dari 60 juta ton sampah yang dihasilkan, 15 persennya merupakan sampah plastik yang tidak hanya membanjiri tempat pembuangan.
#SampahSachetSiapaPunya
#KemanaPerginyaSampahSachet
#ManaTanggungJawabProdusen
#AdaApaSampahSachet ?",2020-03-05T05:02:00.000Z,negatif,Sampah
875,@RBA_ID,"Komposisi sampah di Indonesia cukup memperihatinkan. Penyumbang sampah terbanyak adalah sampah rumah tangga sebanyak 60% sampah.

#seriberbagi #bincangsore",2022-10-21T10:13:00.000Z,negatif,Sampah
876,@Rudy_Karnadi,"sebanyak 4.613 aksi telah dilakukan sejak awal Januari 2018, dengan melibatkan 630 ribu orang untuk membersihkan sampah di Indonesia. (Men LHK, Siti Nurbaya)",2018-04-23T12:44:42.000Z,positif,Sampah
877,@ottoferdinand_s,“@NRahmita: Yuk follow @GreenSmileID skrg juga! Trus twit apapun tentang sampah di Indonesia dgn hastag #SAMPAHNYOLOT ! *Spread The News*”,2013-09-01T09:28:54.000Z,positif,Sampah
878,@NStevani,Yuk follow @GreenSmileID skrg juga! Trus twit apapun tentang sampah di Indonesia dgn hastag #SAMPAHNYOLOT ! *Spread The News* Thankyou! (:,2013-09-01T09:25:23.000Z,positif,Sampah
879,@farahdjafar,"Inovasi berikutnya datang untuk menjawab permasalahan sampah di Indonesia, yaitu PLTSa Merah Putih. #BPPTSolidSmartSpeed #HUT41BPPT @BPPT_RI",2019-08-21T04:52:35.000Z,negatif,Sampah
880,@kikichsan,"Hancurkan begal diseluruh indonesia,para begal itu cuma jadi sampah di INDONESIA.. Pengen banget gw jitak pala lu gal !!",2015-03-12T05:32:17.000Z,positif,Sampah
881,@aditnauyan,Mau tau acara televisi paling sampah di Indonesia? Coba liat tr*ns tv sekarang * no offense *fakta,2013-10-26T16:10:51.000Z,positif,Sampah
882,@KOPHIjawabarat,jgn lupa 22 feb di CFD Dago u/ ikutan #IndonesiaBebasSampah2020 sbg wujud kepedulian kt terhadap msalah sampah di Indonesia @waste4change,2015-02-19T12:28:33.000Z,positif,Sampah
883,@KHAIRANIRA,"Parah wkwkwk""@MimakersBDG: Congrats kepada @farhatabbaslaw yang udah jadi orang paling sampah di Indonesia :)""",2014-01-19T23:30:44.000Z,positif,Sampah
884,@EHBalikpapan,"Ada beberapa penjelasan mengenai sampah di Indonesia, simak sedikit yuk Sobat #NyampahDiTimeline #IniAksiku",2018-02-18T01:09:21.000Z,negatif,Sampah
885,@EHdepok,"Berdasarkan data statistik persampahan domestik Indonesia, jumlah sampah plastik tsb merupakan 14% dari total produksi sampah di Indonesia.",2016-04-12T13:18:03.000Z,negatif,Sampah
886,@SB_Se7enEi8ht,pengelolaan sampah di indonesia dgn negara maju bagai bumi & langit *miris @antinyampah #NontonTrans7,2015-01-12T03:32:38.000Z,negatif,Pengelolaan Sampah
887,@IchaFarikha5,"Cara mengurangi penumpukkan sampah di Indonesia dengan cara tidak membeli calon sampah.... 

Pasti sampah berkurang...

#sampah",2019-05-18T22:14:02.000Z,negatif,Sampah
888,@VariabelBebasID,Teman-teman tau gak sih kalo volume sampah di Indonesia sendiri mengalami peningkatan seiring dengan pertambahan penduduk.,2014-09-14T15:21:27.000Z,negatif,Sampah
889,@aswinnovad,"Sudah cukup sampah di indonesia ini yang gak bisa di daur ulang, jadi jangan menambah sampah baru.. #sampah",2014-07-23T20:42:50.000Z,positif,Sampah
890,@indahamalia17,"Ubah dulu prilaku ,paru pnya planing ""@RiyanMezzaluna: Harus punya planning kedepan nya biar gak jadi sampah di indonesia terutama di ibukot",2013-08-29T14:40:07.000Z,positif,Sampah
891,@perangsipil,"Siapapun presidenya jika bukan
kesadaran dari rakyatnya sendiri masalah sampah di indonesia tidak akan pernah terselesaikan",2019-07-06T06:27:43.000Z,positif,Sampah
892,@aqua_lestari,"Ada 2 stakeholder besar dalam pengelolaan sampah di Indonesia, yaitu Produsen dan Publik.Keduanya harus bekerja sama untuk mengelola sampah dari hulu ke hilir dengan bijak. #BijakBerplastik",2018-06-05T08:38:40.000Z,positif,Pengelolaan Sampah
893,@dhian_baruz,Knapa tukang sampah di indonesia nasib mreka kurang diperhatikan.. pdahal jasa mreka luar biasa.. sediih,2013-09-25T11:03:46.000Z,positif,Sampah
894,@EkaSilvia_Sept,"Dia tuh dapet duit dari hasil mencemooh orang, makam duit haram apa bedanya sama koruptor? Dia mah cuman sampah di indonesia #RIPFarhatAbbas",2015-03-29T07:57:43.000Z,negatif,Sampah
895,@sbudirezky,Mendengar berita tentang sampah di Indonesia. Jadi pengen pindah ke Jepang :|,2014-10-14T07:41:13.000Z,positif,Sampah
896,@RestuPandestha,Hahahahaha =)) “@HausOfBehaa Kuduna Lautan sampah di Indonesia juga di record!!!!! Itu baru indonesia”,2013-09-08T13:53:30.000Z,positif,Sampah
897,@erwinnhartono,jadi pengen ke bantargebang ngeliat gunung sampah di indonesia,2022-04-27T20:54:28.000Z,positif,Sampah
898,@Azzzra7,"Karena sampah di indonesia banyak RT""@WOWFakta: Tahukah Anda, Jersey dan Jaket Official Manchester United adalah buatan Indonesia, lalu dik",2013-10-13T15:43:32.000Z,positif,Sampah
899,@Rosmadi22,"Ternyata sampah di indonesia beragam:
Ada Ustad Sampah
Ada kyai Sampah
Ada Habib Sampah
Ada Politikus Sampah
Ada bizzer Sampah
Ada ormas Sampah

Mereka hidup dari Mulut sampah, mencari duit dari berita sampah.

#TerimakasihPangdamJaya #ProkesRezimAbalAbal",2020-11-21T20:23:17.000Z,negatif,Sampah
900,@dino_days,Bisnis ngelola sampah di Indonesia menghasilkan duit banyak gg si?? Soalnya termasuk kebutuhan kan?? Kalo disini New Zealand ini bisnis duitnya banyak. Mungkin Karena perpu'nya beda kali ya. Disini buang sampah illegal dendanya lumayan.,2022-05-11T04:38:26.000Z,positif,Sampah
901,@OceanDefenderID,11. Regulasi mengenai pengelolaan sampah di Indonesia tercantum dalam Undang-Undang No 18 Tahun 2008 tentang Pengelolaan Sampah.,2017-10-08T02:16:48.000Z,negatif,Pengelolaan Sampah
902,@gecakat,"Sampah di Indonesia telah menjadi salah satu persoalan laten lingkungan hidup, terus mengancam dan menghantui kehidupan masyarakat *hihihihi",2016-02-21T13:31:21.000Z,positif,Sampah
903,@dhimaskacank,Mantaf nih untuk mengatasi sampah di Indonesia #nextdev2016_Angkuts @netmediatama @Telkomsel,2016-11-26T10:25:58.000Z,positif,Sampah
904,@IDPanasonic,Sedangkan #Tahukahkamu jika angka pendaurulangan sampah di Indonesia masih tergolong rendah yakni di bawah 50 persen.,2016-03-27T05:02:00.000Z,negatif,Sampah
905,@EHSidoarjo,Hari Peduli Sampah (HPS) pada 21 Februari menjadi momen untuk mengenang sejarah kelam pengelolaan sampah di Indonesia #PlastikTakAsik,2014-02-21T01:35:18.000Z,negatif,Pengelolaan Sampah
906,@cookieales,"Klo dipikir pikir debat capres dr 5 tahun lalu (iya waktu gua umur 14 thn masih bocah) itu gaada ya yang bahas permasalahan sampah di indonesia? 

Iya tau gua telat bgt mikir ginian, dahal debatnya udh lewat jauh",2019-02-27T09:24:13.000Z,negatif,Sampah
907,@artpusayII,Yuk follow @GreenSmileID skrg juga! Trus twit apapun tentang sampah di Indonesia dgn hastag #SAMPAHNYOLOT ! *Spread The News*,2013-09-01T09:50:49.000Z,positif,Sampah
908,@ZombieLaper,Firstmedia emang internet provider paling sampah di indonesia,2022-09-17T15:01:37.000Z,positif,Sampah
909,@myrna07363131,"Apa sy harus setuju diperkosa Seperti sampah di Indonesia ini jelas kok hukum pemerkosa

Dan jelas apa perlindungan utk yg diperkosa
Kl itu smeua mau dibuktikan di pn

Yg tidak akan dilakukan yuyn cs",2022-02-12T10:13:40.000Z,positif,Sampah
910,@nahar_nurunnafi,"Jurus mengubah sampah menjadi pohon!

jika saja ada jurus semacam itu, insyaAllah tidak ada banjir krna sampah di indonesia",2014-01-03T14:40:15.000Z,positif,Sampah
911,@rafzull,jadi sebenernya tukang sampah di indonesia kasian ya..,2013-11-22T06:52:16.000Z,negatif,Sampah
912,@Rerezpect,"Olahraga, seni, pendidikan & teknologi cuma jadi sampah di Indonesia.

*lirik menteri*",2014-09-01T16:34:27.000Z,positif,Sampah
913,@MithaViana,Mau nyampah sedikit nih tentang #sampah di Indonesia,2014-01-18T21:47:20.000Z,negatif,Sampah
914,@FrozFoodMayoqu,"""@InfoSuperIndo: Tahukah SIS, kalau produksi sampah di Indonesia itu nomer 2 terbesar di dunia? 5,4 juta ton per tahun. #reusablebag""",2014-05-22T06:00:56.000Z,negatif,Sampah
915,@woypo,"#following #timbeta #kca #followtrick #followback #TEAMFOLLOWBACK #follow #followback #food #nature #love #twitter #tfb #RETWEET #jkt48

Jumlah sampah di Indonesia mencapai 66,5 juta ton, diperkirakan pada tahun ini dan meningkat menjadi 67,8 juta ton, bagaimana tahun 2025? …",2019-05-05T11:32:07.000Z,negatif,Sampah
916,@rexyoktaviani,"Percaya deh kalau ada alat yang bisa mengeluarkan pikiran yang ada diotak, sampah di Indonesia bakal makin bertambah.",2019-10-24T07:06:04.000Z,positif,Sampah
917,@MasKinyun,"Harusnya tong sampah di Indonesia itu harus dibagi 5 jenis. Sampah organik,non-organik,sampah B3,tempat buang mantan dan kenangan masa lalu.",2014-04-18T04:25:10.000Z,negatif,Sampah
918,@mradiosby,"Alex Duchemin, alumni UGM asal Prancis bikin sepatu slip on dr ban n karung goni bekas yg terinspirasi banyaknya sampah di Indonesia #MInfo",2016-09-20T04:00:27.000Z,positif,Sampah
919,@radiotelstar,"Transaksi Bank Sampah di Indonesia mencapai Rp.34,3 Miliyar setiap bulan #lintasan1027",2015-09-17T02:00:02.000Z,negatif,Sampah
920,@OrganBiru,"#KasihanJokowi bnyak yg di pikirin...
bagaimana klo kami bantu mikirin masalah sampah di Indonesia pak @jokowi ?
konsep #WastetoRDF akan kita terapkan tanpa menggunakan dana APBD apalagi APBN
Kami cuma butuh Surat Perjanjian Kerja Sama pengelolahan sampah dg pemerintahan setempat",2020-02-10T14:20:36.000Z,positif,Kebijakan Pemerintah
921,@butoable,"Untuk solusi sampah di Indonesia, kenapa pemerintah tidak membuangnya di gunung berapi yang aktif saja ya?",2021-02-26T10:01:48.000Z,negatif,Kebijakan Pemerintah
922,@DianAndriP,"Makin lama ""SAMPAH"" di Indonesia Tercinta semakin menyebar, iya bener ""MENYEBAR"".",2019-11-08T09:41:41.000Z,positif,Sampah
923,@evan_daniel,"KMP , DPRD , BG , FPI adalah beberapa contoh dari sampah di Indonesia
#sampahbangsat
#bacotreformasi",2015-03-05T19:20:15.000Z,positif,Sampah
924,@shandyToples,ada tips lagi buat kalian yg mau berwirausaha dgn memanfaatkan sampah organik dpt mengurangi sampah di Indonesia #HNGC2016 #greenbooster,2016-02-16T13:13:37.000Z,positif,Sampah
925,@JerapahGantung,"""sleep call tapi clean talk yah""

Materi telponan soal penanganan sampah di Indonesia serta peluang sampah menjadi energi terbarukan.",2021-08-22T09:13:51.000Z,negatif,Sampah
926,@EHBekasi,Hari Peduli Sampah ini menjadi momen untuk mengenang sejarah kelam pengelolaan sampah di Indonesia.,2014-02-21T04:07:17.000Z,negatif,Pengelolaan Sampah
927,@riedwanmuhammad,"Anjing!!!!! ""@IbnuCFC: @Soal_PERSIB persib Suporter paling tolol , dan hanya sampah di indonesia""",2014-05-07T18:17:25.000Z,negatif,Sampah
928,@re_ba_han_,Kamu bisa beresin masalah sampah di indonesia kamu pasti kaya,2019-08-20T14:20:38.000Z,positif,Sampah
929,@DonaRaharjo1,"Salam Mahasura Muda! 

Menyadari sistem pengolahan sampah di Indonesia yang belum sampai pada tahap mendaur ulang secara maksimal, lantas kita membutuhkan suatu solusi agar kita dapat menyelamatkan bumi dari kesakitannya.",2020-09-20T13:24:32.000Z,negatif,Sampah
930,@askrindo,Tingkat literasi masyarakat Indonesia mengenai sampah di Indonesia masih kurang sehingga menimbulkan berbagai masalah seperti banjir akibat aliran sungai yang dipenuhi sampah.,2019-09-13T03:04:38.000Z,negatif,Sampah
931,@akmalghifari_14,wah di kompas ada pembahasan tukang sampah Inggris ngerasain jadi tukang sampah di Indonesia,2016-02-27T18:06:31.000Z,positif,Sampah
932,@dompetdhuafaorg,"RT @greenerationid: Dikelola sejak dr sumber, 3R! RT @Dompet_Dhuafa: Menurut Sahabat, pengolahaan limbah sampah di Indonesia seharusnya",2014-11-18T04:05:06.000Z,negatif,Sampah
933,@YOTTangerang,"1. #FYI pola pengelolaan sampah di Indonesia adl diangkut & ditimbun di TPA sebesar 69%, dikubur sebesar 10%...",2014-09-06T12:53:10.000Z,negatif,Pengelolaan Sampah
934,@aditya_ppw,"Masalah sampah di Indonesia kan ada ungkapan...(hadits mungkin)

""Kebersihan adalah sebagian dari iman""

Karena negara mayoritas muslim, kenapa kita menjadi penyumbang terbesar kedua sampah lautan??

#saveocean
#saveearth
#savebumi
#sampahberbahaya
#buangsampahpadatempatnya",2019-01-15T09:05:47.000Z,negatif,Sampah
935,@zul_vengeance,Uni Eropa Tertarik Kelola Sampah di Indonesia,2014-05-20T06:43:00.000Z,positif,Sampah
936,@miya_GS,"Kalo karyamu sdh sbanding sma idola saya,kmu boleh berkata apapun sesukamu.plis bgt jgn jd sampah,udh terlalu banyak sampah di indonesia ini",2013-12-05T20:07:44.000Z,positif,Sampah
937,@edgarlinardi,Pantesan masalah sampah di indonesia gak abis2 ya to hehehe..sabar to :) RT @ethojuniQ: Sampah lo smua...,2013-09-24T05:47:37.000Z,positif,Sampah
938,@B_dda,"Ini tu orang pada pacaran udah kayak sampah di Indonesia, berserakan disepanjang jalan, inget bulan Ramadhan tong! Banyakin baca Quran bukan gandeng tangan! Ude kek gerbong kereta aje lu",2019-05-10T17:36:46.000Z,positif,Sampah
939,@energihayati,"Kementerian Lingkungan Hidup dan Kehutanan (KLHK) menyatakan persoalan sampah di Indonesia sudah meresahkan lho, Sob.",2016-12-18T12:42:41.000Z,negatif,Sampah
940,@ZezNandra,"Ingin dengar capres dengan visi mengenai sampah, agar sampah di Indonesia dapat dikonversi menjadi energi. Contoh Jepang!",2014-06-17T00:58:18.000Z,negatif,Sampah
941,@HeniPuspita29,"Mengingat permasalahan sampah di Indonesia ternyata sedemikian besarnya. Jadi gerakan membuang sampah pada tempatnya aja sudah nggak cukup lagi mengatasi permasalahan ini.
#SDSymposiumID #SCGCircularWay #SCG #SCGIndonesia #PassionForBetter",2020-02-20T09:48:06.000Z,positif,Sampah
942,@unitedtractors,#6 Kebanyakan lahan untuk Tempat Pembuangan Akhir (TPA) sampah di Indonesia #unitedtractors,2017-08-04T03:25:54.000Z,positif,Sampah
943,@lalaloost,Tahun 2016 jumlah sampah di Indonesia mencapai 65.200.000 ton per tahun dengan penduduk sebanyak 261.115.456 orang #JagaBumi #EarthDayForum2021,2021-04-22T06:51:22.000Z,negatif,Sampah
944,@Faradillaa_11,"pengen pacaran sama anak sultan, biar bisa beli mulut"" sampah di indonesia raya ini. yg taunya cuma komentar hidup orang, tapi dikomentari gamau.
Pengen aja ku congkel ginjalnya",2019-09-08T16:50:28.000Z,positif,Sampah
945,@SoloKotaHijau,#4Jambore #bebassampah ini mrp aksi dr keprihatinan masyarakat atas permasalahan sampah di Indonesia saat ini#BebasSampahID#ForumSOLOHijau,2016-09-02T12:23:28.000Z,negatif,Sampah
946,@dannyherdian,Org luar aja peduli sama sampah di indonesia @KompasTV Now!,2014-02-10T01:55:40.000Z,positif,Sampah
947,@niken_vira,Sukur-sukur dapet pacar bule ! Lah kalo kaga -_- bakal jadi sampah di indonesia lo !,2013-09-22T02:57:42.000Z,positif,Sampah
948,@LuvNaresKinar,"Inovasi berikutnya dibuat utk menjawab permasalahan sampah di Indonesia, yaitu PLTSa Merah Putih. #HUT41BPPT #BPPTSolidSmartSpeed @bppt_ri",2019-08-21T04:21:38.000Z,negatif,Sampah
949,@UnivPertamina,Hi Sobat Muda! Taukah kamu bahwa berdasarkan riset dari Sustainable Wate Indonesia (SWI) masih ada sekitar 24% atau sebanyak 15 juta ton sampah di Indonesia belum terkelola dengan baik.,2019-02-12T04:39:02.000Z,positif,Sampah
950,@wijiAsthy,"Sampah apa nduk? Sampah masyarakat""@ninenine :
Siapapun yg jadi Presiden nanti, minta tolong pikirkan masalah sampah di Indonesia juga ya :)",2014-05-29T01:15:42.000Z,positif,Sampah
951,@rahalian,"Siapapun #pemimpin yg dipilih #listrik ttp #padam #harga #bbm ttp naik #pejabat ttp #maling #korup
#sampah di #indonesia #pukimaknyaini",2016-03-17T08:26:47.000Z,positif,Sampah
952,@kiyowooo5,Acara Circural Revolution ini ngasih tau strategi #KurangiResiko lewat cara Circural Economy yg penting dan bermanfaat bgt. Apalagi ancaman krisis sampah di Indonesia ini udh warning bgt contohnya pantai2 di Bali. Kerennya acara ini sejalan dgn program #SayaAjaBisa Sampoerna,2019-07-22T06:30:15.000Z,positif,Sampah
953,@Indonesiaku1989,Tahukah kamu bahwa timbunan sampah di Indonesia mencapai 200.000 ton per hari?! #Indonesia,2015-02-02T08:34:04.000Z,negatif,Sampah
954,@RadioIdolaSMG,#JourneytoSucces M. Baedowy - Pengusaha Daur Ulang Sampah “Kini sudah memiliki puluhan karyawan dan ratusan pabrik sampah di Indonesia”,2014-11-27T11:49:12.000Z,negatif,Sampah
955,@heviks,"Nah. Sampah di Salatiga juga ya  RT @ninenine: Siapapun yg jadi Presiden nanti, minta tolong pikirkan masalah sampah di Indonesia juga ya.",2014-05-29T02:06:55.000Z,positif,Sampah
956,@danilakshmana,Bali United ini tim paling sampah di Indonesia,2016-03-27T12:44:44.000Z,positif,Sampah
957,@itsmytha__,"Udah banyak sampah di indonesia jgn jadi sampah juga buat orang lain!
.
#JiminDeservesBetter #JIMINDESERVESTOBELOVED",2021-01-02T03:40:42.000Z,positif,Sampah
958,@OLo_Harianja,Banyak nya perusahaan sampah di indonesia.! Untung mau banyak.! Tapi tidak taat dengan peraturan Pemerintah yang ada.! @tvOneNews @Metro_TV,2014-04-15T16:08:19.000Z,positif,Sampah
959,@hhhooodddeee,"RT @DonnyAditama10:
Indonesia adalah fans terbanyak
Barcelona ,udah terbukti:) REAL MADRID
cuma SAMPAH di indonesia :D",2014-01-04T03:56:49.000Z,positif,Sampah
960,@Biananggriani,Sapi makan sampah? Bagus. Berarti sampah di indonesia berkurang wk,2013-10-14T09:27:24.000Z,positif,Sampah
961,@gigilalagi,"setelah kehadiran kalayak yang ramai-ramai hijrah dari instagram ke twitter. aing baru tau, sampah di Indonesia ada yang bernyawa",2018-08-23T15:49:04.000Z,positif,Sampah
962,@kunfayakun_jadi,"Sedih dan menakutkan sebenernya kalau cerita management sampah di Indonesia nih. Pengelolaan sampah ga pernah jd aktivitas yg 'seksi' di mata elit politik. Akibatnya, treatmentnya jd sekunder, pdhl puluhan ton sampah masuk ke TPA-TPA tiap hari (kecuali limbah B3 medis)..",2022-04-22T03:39:07.000Z,negatif,Sampah
963,@rickyprass97,"I
 hope pemulung atau tukang sampah di indonesia dikarung.nya tidak lagi 
membwa samph melainkan membwa sekarung uang B-) it's indonesia",2014-10-29T13:42:33.000Z,positif,Sampah
964,@mapagama_ugm,penanggulangan sampah sebesar 70%. Serta ditahun Juni 2016 Finlandia mengajak Indonesia bekerjasama dalam pengelolaan sampah menjadi energi. Sehingga mari kita membantu Target Nasional Indonesia dalam penanganan produksi sampah di Indonesia tercinta ini dengan.. (3/4),2018-02-21T06:36:29.000Z,positif,Pengelolaan Sampah
965,@EHcimahi,"Pola pengelolaan sampah di Indonesia: diangkut ke TPA sampah 69%, dikubur 10%, dikompos dan didaur ulang 7%,dibakar 5%,tidak terkelola 7%.",2017-02-17T05:21:58.000Z,negatif,Pengelolaan Sampah
966,@Titin_ambar23,Yaallah semoga esok akan datang manusia dgn seribu kepintaran untuk membenahi Jutaan ton Sampah di Indonesia amin!@Metro_TV,2015-10-09T14:40:13.000Z,positif,Sampah
967,@KATADATAcoid,Tujuan event ini untuk bersama menimbulkan kesadaran & mempengaruhi  secara aktif program kota tanpa sampah  di Indonesia #SEAMakerthon (2),2016-09-05T04:45:45.000Z,negatif,Sampah
968,@pacadeya,Seriously kalo liat foto2 atau berita tentang TPA dan gunungan sampah di Indonesia tuh ngeri banget :((((,2021-02-22T12:07:27.000Z,negatif,Sampah
969,@wsy2427,"kapan sih Indonesia mulai mewajibkan pemilahan sampah. bukan, bukan tongsampah organik dan nonorganik doang tp bener2 DIPILAAAAH dr sampah rumah tangga sampe ke hilirnya pun. sedih bgt liat gunung sampah di Indonesia.",2022-02-01T14:28:16.000Z,negatif,Sampah
970,@IsraYaniJkt,"Menurut data BPS 2001, Total timbunan sampah di Indonesia terdiri dari : 1.Diangkut petugas ( 40.09% )",2013-10-13T02:48:55.000Z,negatif,Sampah
971,@rfozy_,Org Jepang mungutin sampah di Indonesia. Yg nyampah org Indonesia. Keliatan kan?,2013-09-15T05:52:25.000Z,positif,Sampah
972,@adamfaturr,"1.ada orang sok2an nulis di Facebook""orang China itu cuma sampah di Indonesia""",2015-07-09T17:25:11.000Z,negatif,Sampah
973,@schfess,"SchApp! halo temen - temen, boleh minta tolong bantuannya untuk mengisi kuisioner tugasku mengenai sampah di Indonesia ? terima kasih banyak sebelumnya 

✄・・・
 Ads: Catatan pelajaran lengkap dan terupdate? Akses di ambisnotes(dot)com!",2022-02-24T07:07:51.000Z,positif,Sampah
974,@add_amar,"Waste to energy itu tidak sejalan dgn kebijakan pengelolaan sampah di Indonesia karena WtE membutuhkan banyak sampah sbg bahan baku/bahan bakar sedangkan kebijakan pengelolaan samoah kita adalah mengurangi timbulan.
.
.
.
Yg saya tangkap dari beliau",2019-11-28T07:15:46.000Z,negatif,Pengelolaan Sampah
975,@wijayaadhi60,"Peduli sampah...di indonesia hal ini baru, tp di luar negeri sudah lama diberlakukan",2016-02-21T13:38:23.000Z,negatif,Sampah
976,@sonsonice,RT @Arsawa: RT Arsawa: menurutnya tukang sampah di Indonesia tidak sesejahtera di Inggris #kompastv,2014-07-29T02:34:17.000Z,positif,Sampah
977,@B_dda,"Ini tu orang pada pacaran udah kayak sampah di Indonesia, berserakan disepanjang jalan, inget bulan Ramadhan tong! Banyakin baca Quran bukan gandeng tangan! Ude kek gerbong kereta aje lu",2019-05-10T17:36:46.000Z,positif,Sampah
978,@green_youth,"Ada yg tau 21 Feb di peringati sebagian hari apa?? Yah ""Hari Peduli Sampah"" karna 2005 terjadi sejarah kelam pengolahan sampah di Indonesia.",2014-02-22T02:57:15.000Z,negatif,Sampah
979,@FBChristyers_,"-n- karna kalau kita bisa memanfaatkan sampah"" yg bisa didaur ulang, otomatis sampah di indonesia akan berkurang",2014-01-20T12:49:14.000Z,positif,Sampah
